station,cover,codeTaxa
C03,1,LSRA
C03,1,MTBO
C03,1,SMUN
C03,1,SMUN
C03,2,UCUM
C04,1,AASP
C04,1,CCAL
C04,1,DDLO
C04,1,DKAN
C04,1,DLCD
C04,1,DVCA
C04,1,DVMY
C04,1,ELLU
C04,1,ELOB
C04,1,GAAC
C04,3,GANU
C04,1,GCCN
C04,2,GGPR
C04,1,HVSP
C04,1,HVSP
C04,1,IAMA
C04,1,KDRE
C04,1,KPEL
C04,1,LCBO
C04,2,LMCA
C04,1,LMVI
C04,3,LPAQ
C04,1,LPPU
C04,1,LSRA
C04,1,LSRO
C04,1,MTBO
C04,1,SMUN
C04,1,UCUM
C05,2,AASP
C05,3,CCCR
C05,1,DDLO
C05,1,DNMU
C05,1,ELCL
C05,2,ELOB
C05,1,GAAC
C05,3,GANU
C05,1,GGPR
C05,1,HPSP
C05,1,LAAN
C05,1,LCBO
C05,1,LMCA
C05,1,LMVI
C05,2,LPAQ
C05,1,LSRA
C05,1,LTUN
C05,1,MTBO
C05,1,SMUN
C06,1,DDLO
C06,1,DLCD
C06,1,DVMY
C06,1,GAAC
C06,2,GANU
C06,1,GCCN
C06,1,GGPR
C06,1,HCAR
C06,1,IACO
C06,1,JDSP
C06,1,KOMO
C06,1,KPEL
C06,1,KPSE
C06,1,LCAC
C06,1,LCBO
C06,1,LMCA
C06,2,LPAQ
C06,1,LSRA
C06,1,MTBO
C06,1,UCUM
C07,1,AASP
C07,1,CCCR
C07,1,DDLO
C07,1,DLCD
C07,1,DVMY
C07,1,EMRE
C07,1,GAAC
C07,3,GANU
C07,1,GGPR
C07,1,GRAM
C07,1,GSSP
C07,1,HCAR
C07,1,HVSP
C07,1,IACO
C07,1,KPSE
C07,1,KPSE
C07,1,LCBO
C07,1,LMCA
C07,2,LPAQ
C07,1,LSRA
C07,1,MTBO
C07,1,SMUN
C07,1,SMUN
C07,1,UCUM
C08,2,CCAL
C08,3,CCCR
C08,1,DDLO
C08,1,DVAL
C08,1,DVMY
C08,1,ELAN
C08,1,ELOB
C08,1,GAAC
C08,3,GANU
C08,1,HPSP
C08,1,HVSP
C08,1,HVSP
C08,1,IACO
C08,1,KPEL
C08,1,KPSE
C08,1,LCBO
C08,1,LMCA
C08,1,LMVI
C08,2,LPAQ
C08,1,LSRA
C08,1,LTUN
C08,1,MTBO
C08,1,UCUM
D01,2,BSAM
D01,2,CASP
D01,1,CCAL
D01,1,CSIX
D01,1,DCCL
D01,3,DDLO
D01,3,DKAN
D01,1,DLCD
D01,2,DLGR
D01,2,DMGA
D01,1,DNMU
D01,1,DSLA
D01,4,DVCA
D01,3,DVMY
D01,1,ECHI
D01,1,ELOB
D01,2,FERE
D01,1,GAAC
D01,3,GANU
D01,2,GCCN
D01,2,GGPR
D01,1,GSSP
D01,1,HCAR
D01,2,HLBO
D01,2,HVSP
D01,2,JAFI
D01,1,JDPU
D01,1,JDSP
D01,1,KCGR
D01,1,KDRE
D01,2,KPEL
D01,1,KPSE
D01,1,LCAC
D01,2,LCBO
D01,2,LDPH
D01,2,LESY
D01,2,LMCA
D01,1,LOCI
D01,3,LPAQ
D01,1,LSRA
D01,1,LTUN
D01,3,MTBO
D01,1,UCUM
D02,2,AASP
D02,2,BSAM
D02,1,CASP
D02,3,CCAL
D02,2,DDLO
D02,2,DKAN
D02,2,DNMU
D02,3,DVCA
D02,3,DVMY
D02,1,ELOB
D02,1,FERE
D02,1,GAAC
D02,3,GANU
D02,1,GCCN
D02,1,HVSP
D02,1,JDSP
D02,1,KCGR
D02,1,KDRE
D02,2,KPSE
D02,1,KPSE
D02,1,LCBO
D02,1,LGRE
D02,2,LMCA
D02,1,LOCI
D02,3,LPAQ
D02,1,LSRA
D02,1,LSRO
D02,2,MTBO
D02,1,SMUN
D02,2,UCUM
D03,3,AASP
D03,1,BSAM
D03,2,CASP
D03,3,CCAL
D03,2,DDLO
D03,3,DKAN
D03,3,DNMU
D03,3,DVCA
D03,4,DVMY
D03,1,ELCM
D03,1,ELLU
D03,1,FERE
D03,3,GANU
D03,3,GCCN
D03,1,HCAR
D03,1,HVSP
D03,1,KCGR
D03,1,KPSE
D03,1,LCAC
D03,2,LCBO
D03,2,LMCA
D03,1,LMVI
D03,1,LOCI
D03,4,LPAQ
D03,1,LSRA
D03,1,LTUN
D03,3,MTBO
D03,2,UCUM
D04,1,AASP
D04,1,BSAM
D04,1,CSIX
D04,2,DDLO
D04,1,DLCD
D04,2,DVMY
D04,3,ELOB
D04,1,GAAC
D04,4,GANU
D04,2,GCCN
D04,3,GGPR
D04,1,KPEL
D04,1,KPSE
D04,1,LCAC
D04,3,LCBO
D04,3,LMCA
D04,4,LPAQ
D04,2,LTUN
D04,3,MTBO
D04,1,SMUN
D05,2,AASP
D05,1,CASP
D05,1,CCAL
D05,1,CCCR
D05,1,CPVI
D05,1,CSIX
D05,2,DDLO
D05,2,DLCD
D05,1,DVMY
D05,1,FGSP
D05,1,GAAC
D05,3,GANU
D05,1,GCCN
D05,2,GGPR
D05,1,HCAR
D05,1,HVSP
D05,1,IACO
D05,1,IAMA
D05,1,KOMO
D05,1,KPEL
D05,2,KPSE
D05,2,KPSE
D05,1,LAAN
D05,1,LCAC
D05,1,LCBO
D05,1,LMCA
D05,3,LPAQ
D05,2,LSRA
D05,2,MTBO
D05,2,UCUM
D06,1,AASP
D06,1,DDLO
D06,1,DKAN
D06,1,DLCD
D06,2,DVMY
D06,1,ELCL
D06,1,ELLU
D06,1,ELOB
D06,2,GAAC
D06,3,GANU
D06,1,GRAM
D06,1,HCAR
D06,1,HVSP
D06,2,IACO
D06,1,JDSP
D06,1,KPEL
D06,1,LCAC
D06,2,LCBO
D06,1,LGRE
D06,2,LMCA
D06,1,LMVI
D06,3,LPAQ
D06,1,LPPU
D06,2,LSRA
D06,3,MTBO
D06,1,SMUN
D06,2,UCUM
D07,1,AASP
D07,1,CASP
D07,2,CCAL
D07,5,CCCR
D07,1,DDLO
D07,1,DLCD
D07,2,DVAL
D07,1,ELCL
D07,1,ELOB
D07,2,GAAC
D07,3,GANU
D07,1,HCAR
D07,1,HVSP
D07,1,IAMA
D07,1,JDSP
D07,1,KPEL
D07,1,KPSE
D07,1,LASP
D07,2,LCBO
D07,2,LMCA
D07,2,LPAQ
D07,1,LPPU
D07,1,LSRA
D07,1,LSRO
D07,1,LTUN
D07,2,MTBO
D08,1,AASP
D08,1,CASP
D08,1,CCAL
D08,2,CCCR
D08,1,DDLO
D08,1,DVMY
D08,1,ELAN
D08,1,ELOB
D08,2,GAAC
D08,3,GANU
D08,1,GRAM
D08,1,HCAR
D08,1,HPSP
D08,1,HVSP
D08,1,JAFI
D08,1,JDMA
D08,2,JDPU
D08,2,JDSP
D08,1,KPEL
D08,1,KPSE
D08,2,LCBO
D08,2,LMCA
D08,2,LMVI
D08,2,LPAQ
D08,2,LPPU
D08,1,LSRA
D08,1,LTER
D08,1,LTUN
D08,1,MTBO
E01,2,DKAN
E01,2,DVCA
E01,3,DVMY
E01,2,ELOB
E01,1,GANU
E01,1,GCCN
E01,4,GGPR
E01,1,LCBO
E01,2,LMCA
E01,5,LPAQ
E01,1,LSRO
E01,2,UCUM
E02,2,CASP
E02,3,DDLO
E02,1,DKAN
E02,1,DVCA
E02,2,DVCA
E02,2,DVMY
E02,1,ELOB
E02,3,GANU
E02,2,GCCN
E02,1,GGPR
E02,2,HLBO
E02,2,HVSP
E02,1,LASP
E02,1,LCAC
E02,1,LCBO
E02,3,LMCA
E02,3,LMVI
E02,1,LOCL
E02,3,LPAQ
E02,1,LSRO
E02,1,SMUN
E02,1,UCUM
E03,3,CASP
E03,2,DVAL
E03,2,DVCA
E03,1,DVMY
E03,2,ELCM
E03,2,ELOB
E03,4,GANU
E03,1,GCCN
E03,1,GGPR
E03,1,GRAM
E03,3,HPSP
E03,1,KTCO
E03,2,LCBO
E03,5,LMCA
E03,2,LMVI
E03,4,LPAQ
E03,1,SMUN
E03,2,UCUM
E04,3,CASP
E04,3,DDLO
E04,1,DLCD
E04,3,ELOB
E04,3,GANU
E04,1,GCCN
E04,2,HPSP
E04,1,LCAC
E04,1,LCBO
E04,3,LMCA
E04,2,LMVI
E04,2,LPAQ
E04,2,MTBO
E04,3,SMUN
E04,2,UCUM
E05,3,CASP
E05,1,DDLO
E05,1,DLCD
E05,1,DVAL
E05,1,DVMY
E05,1,ELLU
E05,3,GANU
E05,3,GRAM
E05,1,HPSP
E05,4,LMCA
E05,2,LMVI
E05,3,LPAQ
E05,2,LSRO
E05,2,MTBO
E05,2,MTBO
E05,1,SMUN
E05,1,UCUM
E06,5,CASP
E06,1,DLCD
E06,2,DVMY
E06,1,ELLU
E06,2,GANU
E06,1,GRAM
E06,2,HPSP
E06,1,LCBO
E06,3,LMCA
E06,1,LMVI
E06,2,LPAQ
E06,2,LSRO
E06,1,MTBO
E06,1,SMUN
E06,1,UCUM
E07,1,DLCD
E07,1,DVAL
E07,1,DVMY
E07,1,ELCM
E07,2,ELOB
E07,1,EMRE
E07,5,GANU
E07,2,GGPR
E07,1,HPSP
E07,2,HVSP
E07,1,JDSP
E07,1,KTCO
E07,2,LCBO
E07,3,LMCA
E07,2,LMVI
E07,2,LPAQ
E07,2,LSRA
E07,2,MTBO
E07,2,SMUN
E07,1,UCUM
E08,1,DLCD
E08,1,DVAL
E08,1,DVMY
E08,1,ELCM
E08,3,ELOB
E08,2,EMRE
E08,6,GANU
E08,1,GGPR
E08,3,HPSP
E08,2,HVSP
E08,1,JDSP
E08,2,KTCO
E08,1,LCBO
E08,2,LMCA
E08,1,LMVI
E08,2,LPAQ
E08,1,LSRA
E08,2,MTBO
E08,1,SMUN
E08,1,UCUM
NA,1,LCAL
