station,codeTaxa,couv
E07,VAAN,0.5
E07,VILA,0.5
E07,PTAQ,0.5
E07,LOCA,0.5
E07,AMSP,0.5
E07,VISP,0.5
E07,COCO,0.5
E07,GAPR,0.5
E07,HULU,0.5
E07,DRCA,0.5
E07,LYCL,0.5
E07,CHUM,0.5
E07,LYAN,3
E07,RIGL,0.5
E07,MARA,0.5
E07,STLA,0.5
E08,MOUN,0.5
E08,TRUN,0.5
E08,MACA,0.5
E08,LYBO,0.5
E08,MEVI,0.5
E08,VAAN,0.5
E08,LYAN,0.5
E08,OCAC,0.5
E08,MIRE,0.5
E08,CYAC,0.5
E08,CLBO,0.5
E08,COCO,0.5
E08,PTAQ,0.5
E08,PRSP,0.5
E08,LYCL,0.5
E08,VISP,0.5
E08,POPU,0.5
E08,LOCA,0.5
E08,VILA,0.5
E08,DRIN,0.5
E08,HULU,0.5
E08,STLA,0.5
E08,ACSP,0.5
E08,ARNU,3
E08,DEOB,3
E08,ACPE,62.5
E09,ARNU,3
E09,ACPE,10
E09,ACSP,0.5
E09,MEVI,3
E09,MACA,3
E09,STLA,0.5
E09,OCAC,0.5
E09,POPU,0.5
E09,VILA,3
E09,PTAQ,0.5
E09,ATFI,0.5
E09,LYBO,0.5
E09,TRUN,0.5
E09,MIRE,0.5
E09,DRIN,0.5
E09,DEOB,0.5
E09,HULU,0.5
E09,DRCA,0.5
E09,CLBO,0.5
E09,VISP,0.5
E09,COCO,0.5
E09,MOUN,0.5
E09,EUMA,0.5
E09,GORE,0.5
E09,AMSP,0.5
E10,LYBO,0.5
E10,PTAQ,0.5
E10,MACA,0.5
E10,COAL,0.5
E10,ACSP,0.5
E10,AMSP,0.5
E10,MIRE,0.5
E10,POVI,3
E10,ACPE,20
E10,VILA,37.5
E10,COCO,37.5
E10,MEVI,0.5
E10,POPU,0.5
E10,VAMY,0.5
E10,TRUN,0.5
E10,TRER,0.5
E10,FACI,0.5
E10,EUMA,0.5
E10,DRIN,3
E10,ARNU,3
E10,CLBO,3
E10,LOCA,3
E10,VISP,3
E10,HULU,3
