station,codeTaxa,dhp
D08,BEPA,29.1
D09,POGR,34
D09,ACSA,82
D09,ABBA,17.8
D09,ACRU,24.6
D09,ACPE,26.5
D09,ACSA,17.8
D09,ACSA,35.2
D09,ACSA,24.2
D09,ACSA,24.5
D09,ACSA,34
D09,ACSA,28.7
D09,ACSA,16.7
D09,BEPA,39
D09,ACSA,23.3
D09,ACSA,17.5
D09,BEPA,24
D09,ACSA,32
D09,BEPA,28.7
D09,ACSA,24
D09,ACSA,24.5
D09,ACSA,29
D09,ACSA,22
D09,ACSA,22.3
D09,ACSA,21
D09,ACSA,26
D09,ACSA,37
D09,ACSA,26.8
D09,ACSA,26.8
D09,ACSA,24.2
D09,ACSA,19.8
D09,ACSA,23.7
D10,ACPE,11
D10,ACSA,19.5
D10,ABBA,13.6
D10,ACSA,21.2
D10,ACSA,25
D10,ACSA,24.3
D10,ACSA,19.8
D10,ACSA,18.2
D10,BEPA,31.7
D10,BEPA,32.3
D10,ACSA,10.1
D10,ACSA,16.7
D10,ACSA,16.1
D10,ACSA,11.3
D10,BEPA,27.5
D10,ACSA,12.4
D10,ACSA,10.7
D10,ACPE,10.1
D10,ACPE,11.1
D10,ACPE,11.1
D10,ACPE,11.9
D10,BEPA,28.4
D10,ABBA,12.1
D10,ACSA,18.8
D10,ACSA,20.3
D10,POGR,46.2
D10,ACSA,22.3
D10,ACSA,16.1
D10,ACPE,10.5
D10,ABBA,12.1
D10,ACSA,24.2
D10,ACSA,15.1
E02,POGR,27.2
E02,POGR,27
E02,POGR,23.2
E02,POGR,29.9
E02,POGR,27
E02,POGR,32.8
E02,BEPA,12.7
E02,ABBA,11.3
E02,BEPA,24
E02,ACRU,31.2
E02,ACRU,39.5
E02,ABBA,30.9
E02,BEPA,12.9
E02,BEPA,39.4
E02,BEPA,20.8
E02,POGR,26.6
E02,BEPA,10.1
E02,POGR,28
E02,BEPA,17
E02,BEPA,18.9
E02,BEPA,24.2
E02,POGR,25.5
E02,BEPA,12.4
E02,ACRU,13.1
E02,POGR,26.1
E02,ABBA,10.5
E02,ABBA,11.9
E02,ACRU,13.9
E02,ACRU,10.4
E02,BEPA,23
E02,ACRU,10.3
E02,BEPA,24.8
E02,BEPA,14.9
E02,POGR,26.3
E02,POGR,30
E02,POGR,29.9
E02,POGR,25
E02,POGR,27.8
E02,ACRU,10.7
E02,ACRU,10.6
E02,BEPA,19.5
E02,ACRU,21
E02,BEPA,23.9
E03,ABBA,24.9
E03,ACPE,12
E03,ACPE,12.6
E03,ACRU,16.4
E03,ACRU,13.2
E03,ACRU,10.9
E03,BEPA,24.2
E03,BEPA,27.4
E03,BEPA,22.25
E03,BEPA,27
E03,BEPA,27.6
E03,BEPA,13.9
E03,BEPA,15.1
E03,BEPA,19.2
E03,BEPA,22.9
E03,BEPA,18.3
E03,BEPA,25.5
E03,BEPA,10.4
E03,BEPA,21
E03,BEPA,13.1
E03,BEPA,19.1
E03,BEPA,12
E03,BEPA,24.3
E03,ACRU,19.7
E03,ACRU,20.5
E03,ACRU,30.2
E03,ACRU,14.1
E03,THOC,18.4
E03,THOC,17.6
E04,ACPE,12.3
E04,BEPA,10.6
E04,BEPA,13.8
E04,BEPA,21.3
E04,ACRU,10.4
E04,BEPA,21.3
E04,BEPA,12.9
E04,ACRU,11
E04,BEPA,12.4
E04,ACRU,17.5
E04,ACRU,37.4
E04,BEPA,25.5
E04,ACRU,17.4
E04,BEPA,14.4
E04,ACPE,15.4
E04,BEPA,18.1
E04,BEPA,12.4
E04,BEPA,13
E04,BEPA,19.2
E04,BEPA,27.8
E04,BEPA,34
E04,BEPA,10.9
E04,BEPA,10.1
E04,BEPA,25.5
E04,BEPA,20.6
E04,ACRU,11.2
E04,ACRU,13.9
E04,ACRU,14
E04,ACRU,18
E04,ACRU,17
E04,ACRU,16.6
E04,ACRU,19.4
E04,ACRU,19.5
E04,ACRU,14.1
E04,ACRU,11.6
E04,ACPE,12
E04,POGR,64.8
E05,BEPA,28
E05,ACRU,21.1
E05,ACRU,18.8
E05,ACRU,16.6
E05,BEPA,13.5
E05,BEPA,12.2
E05,BEPA,14.4
E05,BEPA,10.4
E05,BEPA,22.25
E05,ACRU,10.7
E05,ABBA,23.45
E05,POTR,36.6
E05,ACSA,25
E05,ACSA,17.9
E05,ACRU,11
E05,ACRU,11.7
E05,ACRU,10.5
E05,ACRU,25.8
E05,ACSA,17.8
E05,POGR,41.5
E05,BEPA,18.4
E05,ACRU,18.6
E05,ACRU,11.8
E05,BEPA,10.3
E05,POGR,19.75
E05,BEPA,18.2
E05,BEPA,10.5
E05,ABBA,11.4
E05,ACPE,12.1
E05,ACSA,12
E05,ACPE,12
E06,ACPE,18.2
E06,ACPE,10.1
E06,ACRU,10.1
E06,ACRU,10.5
E06,ACRU,11.1
E06,ACRU,19.6
E06,ACRU,10.6
E06,ACRU,10.5
E06,ACRU,15
E06,ACRU,20.6
E06,ACRU,26.5
E06,ACRU,11.1
E06,ACRU,16.1
E06,ACRU,14
E06,ACRU,12.5
E06,POGR,16.5
E06,POGR,36.7
E06,POGR,17.7
E06,POGR,22.5
E06,ABBA,15
E06,ABBA,20.6
E06,PIST,12.8
E06,BEPA,21.6
E06,BEPA,24.1
E06,BEPA,25.2
E06,BEPA,20.7
E06,BEPA,17.5
E06,BEPA,20.9
E06,BEPA,15.3
E06,BEPA,19.9
E06,BEPA,19.1
E06,BEPA,21
E07,BEPA,28.6
E07,BEPA,17.5
E07,BEPA,16.8
E07,BEPA,23.3
E07,BEPA,15.2
E07,BEPA,26.3
E07,BEPA,32
E07,BEPA,33.6
E07,BEPA,28.4
E07,BEPA,31.2
E07,BEPA,27
E07,BEPA,17.3
E07,BEPA,27.5
E07,BEPA,16.2
E07,BEPA,24.7
E07,BEPA,16.4
E07,BEAL,13.6
E07,BEAL,23.7
E07,BEAL,16
E07,ACPE,13
E07,ACPE,12.4
E07,ACPE,14
E07,ACPE,11.5
E07,ACPE,11.9
E07,ACPE,11.8
E07,ACPE,15.2
E07,ACPE,17.9
E07,ACPE,10.3
E07,ACPE,13.4
E07,ACPE,12.4
E07,ACSA,10.5
E07,ACSA,21.5
E07,ACRU,30.3
E07,ACRU,14.15
E07,ACRU,19.1
E07,ACRU,22.5
E07,ACRU,10.5
E07,ACRU,18.5
E07,ACRU,24.5
E07,ACRU,21.8
E08,ACRU,25.4
E08,ACRU,25.8
E08,ACRU,23.5
E08,ACRU,15.9
E08,ACRU,14.4
E08,ACSA,15.7
E08,ACSA,16
E08,ACSA,27.6
E08,ACSA,48.2
E08,ACSA,20.3
E08,ACSA,10.5
E08,FAGR,34.3
E08,ACPE,10.5
E08,ACPE,11.1
E08,ACPE,10.4
E08,BEPA,21.5
E08,BEPA,29.9
E08,BEPA,29.5
E08,BEPA,22.4
E08,BEPA,28.7
E08,BEPA,37.1
E08,BEAL,23.9
E08,BEPA,37.1
E08,POTR,38.5
E09,FAGR,18.5
E09,FAGR,16.3
E09,FAGR,26
E09,FAGR,21
E09,FAGR,37
E09,FAGR,17.1
E09,BEAL,18.1
E09,BEAL,31.7
E09,BEAL,13.9
E09,ACPE,10.5
E09,ACPE,10.5
E09,ACSA,19.7
E09,ACSA,21.9
E09,ACSA,26
E09,ACSA,15.7
E09,ACSA,14.8
E09,ACSA,25.8
E09,ACSA,18
E09,BEPA,33.8
E09,BEPA,30.1
E09,ACRU,28.6
E09,ACRU,22.4
E09,ACRU,20.5
E09,ACRU,12
E09,ACRU,27.2
E09,POGR,36.2
E10,ACRU,31.7
E10,ACRU,33.8
E10,ACRU,28.6
E10,ACRU,25.8
E10,BEPA,10.5
E10,BEPA,32.2
E10,ACPE,12.1
E10,ACSA,13
E10,ACSA,22.9
E10,ACSA,28.5
E10,ACSA,12.3
E10,ACSA,26.4
E10,ACSA,29.9
E10,ACSA,31.7
E10,ACSA,29.8
E10,ACSA,43.1
E10,ACSA,16.2
E10,ACSA,12.6
E10,ACSA,19.2
E10,ACSA,27.2
E10,ACSA,24.6
E10,ACSA,44.7
E10,ACSA,26.9
E10,ACSA,23.6
